importer,good,nexp_bin,f_bin,final_source,n_exporters,fstat_kp,sigma_pub,sigma_se_pub,sigma_base,boot_n_ok,boot_yield,boot_med,boot_sd,boot_mad_sd,ratio_sd,ratio_mad
818,8534,50+,F<2,step2_weighted,50,1.22451245389542,2.02295608167239,26.0387212827061,2.02295608167239,262,0.656641604010025,2.63569436971317,1.81750626043032,1.06426492158479,0.069800134987329,0.0408723957689748
40,9015,50+,F<2,step2_weighted,91,1.64436366331797,1.56251577327097,1.35520108731331,1.56251577327097,258,0.646616541353383,1.76311908392189,2.68286730240258,0.559233879588977,1.97968207634881,0.412657490334265
818,3005,50+,F<2,step2_weighted,52,1.006505826604,1.37972022988401,19.1487607469184,1.37972022988401,252,0.631578947368421,3.78485843301451,3.67468812415708,3.77293394655507,0.191902137831476,0.197032800003115
32,9018,50+,F<2,step2_weighted,79,1.91830148371593,2.00968982889187,2.28666012005193,2.00968982889187,378,0.947368421052632,2.34859460933205,2.67335693985889,1.38620831052574,1.16910988057035,0.606215282441824
376,2007,50+,F<2,step2_weighted,69,1.78069020346541,1.73742716838283,12.2015685116463,1.73742716838283,253,0.634085213032582,2.25083899596407,2.94845265300159,1.22481988317776,0.241645379459805,0.100382166604947
276,7009,50+,F<2,step2_weighted,112,1.51860355552476,4.82048891918852,14.2881034515951,4.82048891918852,388,0.972431077694235,5.03014783429462,2.43835198269858,2.54889834041235,0.170656097988034,0.178393049087827
36,6305,50+,F<2,step2_weighted,82,1.67839994902303,9.9513126041513,25.2660909695146,9.9513126041513,333,0.834586466165414,7.4507611516415,2.97882648570201,3.77950151657631,0.117898193642071,0.149587901078032
704,8531,50+,F<2,step2_weighted,61,1.91657304892257,1.92416428001337,1.3453563865513,1.92416428001337,322,0.807017543859649,2.19680867522465,1.90095986147977,0.800539312935899,1.4129786579099,0.595038846909561
834,8508,50+,F<2,step2_weighted,63,1.48067836014226,1.25880355341361,11.0366493018378,1.25880355341361,297,0.744360902255639,1.59649086285959,2.13725314524198,0.517845548497788,0.19365054436278,0.0469205403139482
642,7310,50+,F<2,step2_weighted,68,1.72461201640654,9.57342344136148,1952.65058625094,9.57342344136148,386,0.967418546365915,1.45674802058583,1.71367899224821,0.485996999354106,0.000877616817015097,0.000248890919233642
246,2104,50+,F<2,step2_weighted,60,1.94423472058942,5.08068650034994,5.21758685771161,5.08068650034994,306,0.766917293233083,4.30762130102726,1.76733048663651,1.23319500475826,0.338725647475209,0.236353517131315
251,8210,50+,F<2,step2_weighted,66,1.61999636222282,4.2064726660817,8.99949743362213,4.2064726660817,389,0.974937343358396,4.4653825746859,2.67623826432147,2.53281600645753,0.297376412856461,0.281439716510717
414,7306,50+,F<2,step2_weighted,58,1.88677839583423,4.14316594974304,4.74256643853478,4.14316594974304,355,0.889724310776942,4.17496495734193,2.84241466972412,2.53971756000366,0.59934103329131,0.535515441463865
446,4203,50+,F<2,step2_weighted,59,1.83360471676333,6.51538795982489,18.9820288290502,6.51538795982489,273,0.68421052631579,4.30138163122605,2.84055414849829,3.2493933742968,0.149644391233412,0.171182617177565
566,8436,50+,F<2,step2_weighted,62,1.905190621342,2.08719268930646,2.2940882626484,2.08719268930646,337,0.844611528822055,1.64015529328015,1.98811470706966,0.477880899145222,0.866625203327832,0.208309726755471
705,1902,50+,F<2,step2_weighted,57,1.67156460324817,9.54632891854612,27.4489150051124,9.54632891854612,299,0.74937343358396,5.80406200127299,3.09876773495382,4.47878234554783,0.112892175678954,0.163167919195117
300,8424,50+,F<2,step2_weighted,74,1.24326386423018,1.15709400534593,10.6703659149104,1.15709400534593,377,0.944862155388471,2.58773414619741,3.1749881702631,2.11948444512389,0.297551948600609,0.198632779983881
788,8516,50+,F<2,step2_weighted,73,1.84827379141726,1.14241255385934,0.809178631079186,1.14241255385934,290,0.726817042606516,1.23528878661981,4.10999327301845,0.212913427949386,5.07921627581419,0.26312289990336
276,3911,50+,F<2,step2_weighted,57,1.83680614711039,8.87328236034166,17.7523302815945,8.87328236034166,384,0.962406015037594,7.1141613119937,3.01936422653696,4.27854443883814,0.17008269780038,0.241013116079421
414,3405,50+,F<2,step2_weighted,56,1.60059534840724,5.59203174399868,10.0999547621382,5.59203174399868,390,0.977443609022556,4.44685206703243,2.76086724966413,2.67556075114732,0.273354417389454,0.26490819158688
591,3006,50+,F<2,step2_weighted,65,1.81845264170601,2.46372140495557,23.1454841002076,2.46372140495557,370,0.927318295739348,2.0292589094971,2.24537890750723,1.0075745262696,0.0970115335581634,0.0435322295229314
710,7322,50+,F<2,step2_weighted,51,1.50578373615431,1.21365241709632,1.12057462051442,1.21365241709632,266,0.666666666666667,1.70368121044412,2.78375033427656,0.587021210433359,2.4842168324307,0.523857313637782
566,3921,50+,F2-7,step2_weighted,82,5.7818119271431,7.77753122341607,3.80315520823851,7.77753122341607,331,0.829573934837093,4.64737527629367,3.11480045633915,3.8865518708327,0.819004296640792,1.02192828270945
100,2007,50+,F2-7,step2_weighted,57,3.58601160568239,9.55190896238929,4.5929574502205,9.55190896238929,328,0.822055137844611,5.21752651459749,3.37302727777098,5.07568218371765,0.7343911443397,1.10510106804364
554,8527,50+,F2-7,step2_weighted,57,5.92174654049049,2.79012602685107,1.12001940034244,2.79012602685107,398,0.997493734335839,2.81946157453176,1.9324606291968,1.02362893790295,1.72538138947053,0.913938577840688
724,4301,50+,F2-7,step2_weighted,57,2.07009783482289,1.8977282521714,59.8156324607931,1.8977282521714,257,0.644110275689223,2.28716691854189,2.31230045856723,0.951692685736368,0.0386571262969235,0.015910434222361
70,8703,50+,F2-7,step2_weighted,59,5.00838605828626,5.57631324571591,7.74449019879813,5.57631324571591,265,0.664160401002506,4.97051684158136,2.29542038391076,1.54753992673043,0.296393994309268,0.19982463493473
682,7009,50+,F2-7,step2_weighted,79,2.29543907962818,9.69611792543403,8.43691677168223,9.69611792543403,379,0.949874686716792,5.26931466187609,3.46554214058258,5.47032423738552,0.410759313427669,0.64837954260094
384,6601,50+,F2-7,step2_weighted,54,2.37043409706488,3.04254434570137,1.18781056980337,3.04254434570137,355,0.889724310776942,2.913863614442,2.35377358284443,1.39974157890834,1.98160686786453,1.17842155516435
300,6211,50+,F2-7,step2_weighted,89,2.42079641512935,1.48323845654975,1.92355257902173,1.48323845654975,342,0.857142857142857,1.39385963159926,1.94178773813082,0.32695362249155,1.00947993795852,0.169973842179989
124,3506,50+,F2-7,step2_weighted,104,3.70483965324435,4.50424870884513,2.18795810202865,4.50424870884513,396,0.992481203007519,4.80862840558417,2.01471009750393,1.34754921111676,0.920817494464774,0.615893517278655
70,8422,50+,F2-7,step2_weighted,53,2.13705477431786,4.2921056277414,17.6859295922973,4.2921056277414,387,0.969924812030075,1.85399377307942,1.23439566986398,0.886698404507872,0.069795351351031,0.0501358099318712
757,3401,50+,F2-7,step2_weighted,112,5.26368812569165,7.87620235033468,6.13780112604793,7.87620235033468,380,0.952380952380952,5.50617047335521,2.82549075724454,3.18016863414897,0.460342506904236,0.518128327855524
404,6301,50+,F2-7,step2_weighted,61,2.50415634654626,4.60177921242109,1.79820867297896,4.60177921242109,356,0.892230576441103,4.44558277305281,2.28068936285707,2.44960914724681,1.26831184674403,1.36224965659226
703,8712,50+,F2-7,step2_weighted,51,3.60967528006956,8.51035358786565,1523.42309838796,8.51035358786565,199,0.49874686716792,2.74875215111803,3.33865176429882,1.77137172885803,0.00219154597815386,0.00116275756271022
31,8481,50+,F2-7,step2_weighted,79,4.20128292171007,6.95977520992585,3.72139449315386,6.95977520992585,374,0.93734335839599,5.61694191364342,2.26452312219951,2.51927602974087,0.608514664695045,0.676970967301507
586,9019,50+,F2-7,step2_weighted,54,2.38202543710861,2.87098807932804,5.18144599505048,2.87098807932804,197,0.493734335839599,1.63593815790285,2.94414283600077,0.720327803780592,0.568208727604828,0.13902061402718
562,3926,50+,F2-7,step2_weighted,74,2.95218277084778,2.40426020916474,0.735993578889699,2.40426020916474,378,0.947368421052632,2.46931807416705,1.50273098878733,0.855208519615576,2.04177187395345,1.16197823479075
258,6103,50+,F2-7,step2_weighted,51,4.55746991837658,1.46110657141084,0.0744923121268646,1.46110657141084,253,0.634085213032582,1.46026120506056,2.20637179738491,0.228879670923253,29.6187852731344,3.07252741106301
414,8708,50+,F2-7,step2_weighted,140,2.84549314149765,3.97862539837385,1.52266783449267,3.97862539837385,382,0.957393483709273,4.11156319068679,2.99672557446431,2.26515092821929,1.96807570671694,1.48761987145673
642,8411,50+,F2-7,step2_weighted,51,2.41250658464356,8.02109318863638,6.03688294784689,8.02109318863638,308,0.771929824561403,4.96433502855339,2.893079661214,3.64330710070777,0.479234016330537,0.603507991157454
780,7326,50+,F2-7,step2_weighted,103,2.56268012481103,3.68468355951596,2.2454692484658,3.68468355951596,381,0.954887218045113,3.83710350992761,2.54287837553108,2.00310563672741,1.13244854155472,0.892065495038959
834,3214,50+,F2-7,step2_weighted,57,3.66053322067074,2.55475088600198,0.380679733829501,2.55475088600198,376,0.942355889724311,2.4803376464083,1.56429567262373,1.07394822332741,4.10921710196515,2.82113316756812
398,8512,50+,F2-7,step2_weighted,67,2.88950098038418,5.75593130672976,5.73699132001383,5.75593130672976,376,0.942355889724311,5.26469279157977,2.41748647925142,2.4140820213894,0.421385765534955,0.420792343360837
764,8474,50+,F2-7,step2_weighted,70,2.69059483270957,6.56809542838468,18.1112384521448,6.56809542838468,392,0.982456140350877,5.36844838487861,2.32232881013282,2.27125206067408,0.128225842549039,0.125405673757507
344,4408,50+,F2-7,step2_weighted,58,6.25012795630232,2.24533732036364,0.757407518304238,2.24533732036364,379,0.949874686716792,2.1478720469024,1.28169778087248,0.341952214898121,1.69221687123212,0.451477185840086
233,8425,50+,F2-7,step2_weighted,52,2.19783196753319,4.05786517878503,11.9997661611686,4.05786517878503,270,0.676691729323308,3.67684678337427,3.0159452138444,2.28022601251876,0.251333665451253,0.190022537263902
528,0805,50+,F2-7,step2_weighted,109,3.82386736921809,5.58166391911407,7.50864962014385,5.58166391911407,380,0.952380952380952,9.26883917395642,2.52351291791068,1.08401904069222,0.336080792895265,0.144369373393594
188,8409,50+,F2-7,step2_weighted,76,2.14703239286081,3.99996770194589,9.14450787106966,3.99996770194589,368,0.922305764411028,3.05832778157084,2.83207900749479,1.97824460175546,0.309702725113791,0.216331445021115
392,8528,50+,F2-7,step2_weighted,94,2.87846621209969,3.97717846146878,2.84376337524552,3.97717846146878,392,0.982456140350877,4.16613326525037,2.32822834847141,1.65936885336671,0.818713810276286,0.58351157758456
703,8548,50+,F2-7,step2_weighted,54,2.78684402023369,3.4398594560647,8.67506719091397,3.4398594560647,282,0.706766917293233,1.79853968807143,2.43259938616451,0.852499838352412,0.280412742936717,0.098270113601575
276,8424,50+,F2-7,step2_weighted,126,2.51896019690232,1.86550576556255,0.922584616450368,1.86550576556255,386,0.967418546365915,1.97495798305588,1.83211411728544,0.732370966249182,1.98584941111903,0.79382525265484
842,7205,50+,F2-7,step2_weighted,54,2.71349476371612,3.51529017670492,3.34339291778868,3.51529017670492,372,0.932330827067669,2.63869196098222,2.34876913205438,1.66403792856614,0.702510650051822,0.497709353786255
12,6206,50+,F2-7,step2_weighted,50,3.86078005103796,1.37971464251512,0.181272131588803,1.37971464251512,290,0.726817042606516,1.44822338804612,2.15709303592871,0.23358044467207,11.8997499341038,1.288562354427
203,6805,50+,F2-7,step2_weighted,71,2.88821339272856,3.62934084655269,3.74803203381558,3.62934084655269,398,0.997493734335839,3.67699988079396,1.8436941474837,1.94584550742477,0.491909922553884,0.519164588207603
554,9403,50+,F2-7,step2_weighted,118,2.25788484917222,1.96198688122335,7.73947678498532,1.96198688122335,329,0.824561403508772,1.93557778184969,4.18839625075299,1.28987598979555,0.541173049175434,0.166661910828123
380,2815,50+,F2-7,step2_weighted,58,2.0067750303455,4.95096911695859,2.1705483329209,4.95096911695859,374,0.93734335839599,4.59271800639501,1.82723745876249,1.54801205434691,0.841832190994605,0.713189395908892
276,9611,50+,F2-7,step2_weighted,68,3.05212796828333,8.4871179306685,11.906564566452,8.4871179306685,317,0.794486215538847,6.67181989167575,2.35377840956873,2.75162911946231,0.197687451861702,0.23110185176464
834,4012,50+,F2-7,step2_weighted,53,2.95924938373727,2.22571713106312,1.25914520595109,2.22571713106312,373,0.93483709273183,2.25006822331524,2.03027635873439,0.619066130678364,1.61242432496165,0.49165586919799
764,6202,50+,F2-7,step2_weighted,93,3.48350807021812,8.06463187699732,10.2681044586099,8.06463187699732,305,0.764411027568922,1.3594466905786,1.6157289476858,0.304139929803273,0.157354159591842,0.0296198710316244
757,8307,50+,F2-7,step2_weighted,60,3.17689645219667,6.33457828764672,7.99167391964533,6.33457828764672,383,0.959899749373434,6.85807896045955,2.27504556590137,2.89234964184394,0.284676976160001,0.361920377498624
498,6115,50+,F2-7,step2_weighted,62,4.61111877924914,2.27417909963027,1.4884514353402,2.27417909963027,355,0.889724310776942,2.50189743521363,1.62795088481498,1.04490503870751,1.09372119651515,0.702008150147458
642,8509,50+,F2-7,step2_weighted,70,6.26200867819192,6.4741088541847,4.09892541360383,6.4741088541847,357,0.894736842105263,5.81647349256859,3.15773102490996,4.55307551840214,0.770380210976719,1.11079735759305
528,8208,50+,F2-7,step2_weighted,86,4.11632371476982,2.01343573029601,3.3503908432571,2.01343573029601,384,0.962406015037594,2.8056045170509,2.08916976621253,0.984325236278677,0.623560015517931,0.293794151885205
36,4810,50+,F2-7,step2_weighted,58,5.93028205001413,3.30360357967669,2.12810039151328,3.30360357967669,379,0.949874686716792,4.00356786140318,2.76446162545318,1.34738893823602,1.29902782616725,0.633141624149552
251,7019,50+,F2-7,step2_weighted,109,4.74862284683188,6.57159017944562,5.05262313037721,6.57159017944562,368,0.922305764411028,4.12754872717328,3.26738528320848,3.40302507932975,0.646671085275373,0.673516506479615
604,7310,50+,F2-7,step2_weighted,59,4.00089489198669,2.40861238838837,1.78592411111821,2.40861238838837,360,0.902255639097744,2.26647291399842,2.63008067278748,1.06775381110763,1.47267213450672,0.597871882943048
826,1509,50+,F2-7,step2_weighted,76,6.44026417986596,3.28548603080768,0.70984133348995,3.28548603080768,382,0.957393483709273,3.67267360224802,1.92934853199909,1.01594825691427,2.71799970074073,1.43123288118394
324,2009,50+,F2-7,step2_weighted,52,4.07314284577094,3.33249747509889,1.15543806980446,3.33249747509889,331,0.829573934837093,2.25226673863135,2.3688904694867,1.15551340752317,2.05020981339796,1.00006520273192
634,0805,50+,F2-7,step2_weighted,59,3.24305362579158,3.5707252299478,2.16967614116178,3.5707252299478,285,0.714285714285714,2.78674974502486,1.56201563604917,1.16547833115866,0.719930318822957,0.537166957338889
124,1701,50+,F2-7,step2_weighted,115,2.25216453914771,9.45034209630284,5.76278009403743,9.45034209630284,329,0.824561403508772,9.5916918816562,1.88599449053339,0.605357616256521,0.327271639687374,0.105046107326369
752,7321,50+,F2-7,step2_weighted,79,2.30759378918827,1.45115644339496,4.64420924778407,1.45115644339496,370,0.927318295739348,3.58728793046433,2.79107068941153,2.77488602656551,0.600978668380037,0.597493755883095
156,8711,50+,F2-7,step2_weighted,76,2.86843222512975,6.63806799197055,0.854130411186271,6.63806799197055,381,0.954887218045113,4.03236452945956,2.57191103598672,2.06590038093307,3.01114560762997,2.41871774365675
288,8438,50+,F2-7,step2_weighted,58,5.11599351489001,1.8909063471213,0.289905215611857,1.8909063471213,391,0.979949874686717,1.92500265686207,0.753294109636608,0.448115923223962,2.59841516837408,1.54573253288387
458,1905,50+,F2-7,step2_weighted,81,2.29484059550758,1.21273921905116,2.25298367428018,1.21273921905116,344,0.862155388471178,1.99574814974543,1.82029062590145,1.22217071063505,0.807946656108381,0.542467628410815
757,6209,50+,F2-7,step2_weighted,109,3.19148854026369,8.94236977938054,11.0922026499441,8.94236977938054,355,0.889724310776942,8.35208766900873,1.98534302154149,2.44319482192766,0.178985462508792,0.220262367992346
688,3707,50+,F2-7,step2_weighted,53,2.54761901616459,1.93707672800395,1.07206500837559,1.93707672800395,375,0.93984962406015,1.80302117409801,2.1392811133282,0.517801694401904,1.99547704347674,0.482994678826879
643,0702,50+,F2-7,step2_weighted,74,2.55489600893718,4.58394195014448,2.72401193722451,4.58394195014448,342,0.857142857142857,5.09631428279785,1.85081129219754,1.86400871120362,0.679443165026408,0.684288011271661
484,8525,50+,F2-7,step2_weighted,90,2.5612334854902,6.94531014967907,8.21370266105882,6.94531014967907,331,0.829573934837093,2.74529701538937,3.01021685460168,2.06966425169827,0.366487195704457,0.251977011720981
496,3006,20-49,F<2,step2_weighted,43,1.10691568319306,4.16559229825904,116.695904799978,4.16559229825904,322,0.807017543859649,2.24421702807075,2.44095797626329,0.982840211457062,0.0209172548123878,0.00842223395192568
404,2915,20-49,F<2,step2_weighted,45,1.63378265813257,7.07668410055921,7.87035846272225,7.07668410055921,262,0.656641604010025,4.65245727178186,2.82445247248591,3.98466473674025,0.358872151232229,0.50628757960816
